,Fixture_ID,Season,Competition,Date,Home_Team,Away_Team,Score
5496,19750523,2019-20,DIV2,18/01/20,Old Merchant Taylors,Old Aldenhamians,2 - 3
5497,19929972,2019-20,DIV3,18/01/20,Old Columbans,Lancing Old Boys II,4 - 0
5498,19930002,2019-20,DIV3,18/01/20,Old Johnians FC,Kings College Wimbledon II,1 - 0
5499,19890770,2019-20,DIV4,18/01/20,Old Shirburnians,Old Harrovians III,1 - 2
5500,19890728,2019-20,DIV4,18/01/20,Old Alleynians AFC II,Old Bancroftians AFC,1 - 0
5501,19890768,2019-20,DIV4,18/01/20,Old Salopians II,Old Stoics,4 - 5
5502,19926400,2019-20,D5S,18/01/20,Old Alleynians AFC III,Old Eastbournians,6 - 2
5503,20447480,2019-20,JLC,18/01/20,Old Rugbeians,Old Kimboltonians,2 - 1
5504,20372941,2019-20,FREE,18/01/20,Old Marlburians,TBC,"Void
										
										V - V"
5505,20474523,2019-20,SPRE,18/01/20,Old Albanians SA,TBC,"Postponed
										
										P - P"
5506,20474520,2019-20,SPRE,18/01/20,Old Amplefordians,TBC,"Postponed
										
										P - P"
5507,20474517,2019-20,SPRE,18/01/20,Old Cholmeleians,TBC,"Postponed
										
										P - P"
5508,20474524,2019-20,SPRE,18/01/20,Old Haberdashers,TBC,"Postponed
										
										P - P"
5509,20474519,2019-20,SPRE,18/01/20,Old King's Scholars,TBC,"Postponed
										
										P - P"
5510,20474525,2019-20,SPRE,18/01/20,Old Merchant Taylors II,TBC,"Postponed
										
										P - P"
5511,20485202,2019-20,SPRE,18/01/20,Old Suttonians SV,TBC,"Postponed
										
										P - P"
5512,20474518,2019-20,SPRE,18/01/20,Old Tonbridgians II,TBC,"Postponed
										
										P - P"
5513,20474521,2019-20,SPRE,18/01/20,Old Westminsters II,TBC,"Postponed
										
										P - P"
5514,20474522,2019-20,SPRE,18/01/20,Old Wykehamists II,TBC,"Postponed
										
										P - P"
5515,20487762,2019-20,FRIE,14/01/20,Old Gregorians,TBC,"3 - 3 
										
											
(Pens 3-1)"
5516,20310986,2019-20,DMVC,12/01/20,Old Haileyburians Vets,Old Foresters Vets,"1 - 3 
										
											
(AET)"
5517,20338556,2019-20,DMVC,12/01/20,Old Harrovians Vets,Old Brentwoods Vets,"2 - 4 
										
											
(HT 1-1)"
5518,20241107,2019-20,DMVP,12/01/20,Old Carthusians Vets,Old Reptonians Vets,9 - 3
5519,20348135,2019-20,DMVP,12/01/20,Old Salopians Vets,Old Tonbridgians Vets,0 - 4
5520,19702939,2019-20,PREM,11/01/20,Old Bradfieldians,Old Foresters,10 - 3
5521,19702970,2019-20,PREM,11/01/20,Old Etonians,Old Salopians,2 - 0
5522,19702932,2019-20,PREM,11/01/20,Old Harrovians,Old Chigwellians,1 - 4
5523,19702968,2019-20,PREM,11/01/20,KCS Old Boys,Old Alleynians AFC,5 - 0
5524,19836253,2019-20,DIV1,11/01/20,Old Cholmeleians,Old Berkhamstedians,8 - 1
5525,19836245,2019-20,DIV1,11/01/20,Lancing Old Boys,Old Brentwoods,1 - 2
5526,19836195,2019-20,DIV1,11/01/20,Old Radleians,Old Marlburians,1 - 1
5527,19836190,2019-20,DIV1,11/01/20,Old Malvernians,Old Westminsters,1 - 8
5528,19750542,2019-20,DIV2,11/01/20,Old Aldenhamians,Old Foresters II,3 - 3
5529,19750570,2019-20,DIV2,11/01/20,Old Merchant Taylors,Old Etonians II,0 - 0
5530,19930017,2019-20,DIV3,11/01/20,Old Carthusians III,Kings College Wimbledon II,2 - 0
5531,19890755,2019-20,DIV4,11/01/20,Old Kimboltonians,Old King's Scholars,2 - 2
5532,19890743,2019-20,DIV4,11/01/20,Old Salopians II,Old Bancroftians AFC,1 - 0
5533,19908658,2019-20,D5N,11/01/20,Old Haberdashers,Old Brentwoods III,1 - 4
5534,19926408,2019-20,D5S,11/01/20,Old Alleynians AFC III,Old Berkhamstedians II,7 - 3
5535,19926401,2019-20,D5S,11/01/20,Old Kingstonians KGS,Old Amplefordians,2 - 3
5536,19926420,2019-20,D5S,11/01/20,Old Westminsters II,Old Wykehamists II,5 - 0
5537,20447479,2019-20,JLC,11/01/20,Old Alleynians AFC II,Old Johnians FC,3 - 2
5538,20447481,2019-20,JLC,11/01/20,Old Shirburnians,Old Sennockians,3 - 6
5539,20447477,2019-20,JLC,11/01/20,Old Cholmeleians II,Old Epsomians,1 - 6
5540,20447482,2019-20,JLC,11/01/20,Old Eastbournians,Old Suttonians SV,4 - 3
5541,20391405,2019-20,JLC,11/01/20,Old Harrovians II,Lancing Old Boys II,"1 - 1 
										
											
(Pens 4-2)"
5542,20447478,2019-20,JLC,11/01/20,Old Tonbridgians II,Old Columbans,"4 - 4 
										
											
(Pens 3-4)"
5543,20372026,2019-20,JLC,11/01/20,Old Carthusians II,Old Brentwoods II,2 - 0
5544,20372598,2019-20,AFA,11/01/20,Honourable Artillery Company,Old Carthusians,1 - 0
5545,20305461,2019-20,FREE,11/01/20,Old Tonbridgians,TBC,"Void
										
										V - V"
5546,20398858,2019-20,LOB,11/01/20,Old Wykehamists,Old Reptonians,0 - 1
5547,20447457,2019-20,LOB,11/01/20,Old Meadonians,Old Rugbeians,3 - 5
5548,19702897,2019-20,PREM,04/01/20,Old Foresters,Old Carthusians,1 - 5
5549,19702908,2019-20,PREM,04/01/20,Old Bradfieldians,Old Chigwellians,7 - 1
5550,19702956,2019-20,PREM,04/01/20,Old Salopians,Old Harrovians,1 - 1
5551,19836189,2019-20,DIV1,04/01/20,Lancing Old Boys,Old Wykehamists,2 - 2
5552,19836219,2019-20,DIV1,04/01/20,Old Cholmeleians,Old Brentwoods,4 - 4
5553,19836220,2019-20,DIV1,04/01/20,Old Radleians,Old Reptonians,1 - 3
5554,19750482,2019-20,DIV2,04/01/20,Old Aldenhamians,Old Etonians II,2 - 2
5555,19750505,2019-20,DIV2,04/01/20,Old Foresters II,Old Sennockians,2 - 0
5556,19750512,2019-20,DIV2,04/01/20,Old Rugbeians,Old Harrovians II,3 - 1
5557,19750535,2019-20,DIV2,04/01/20,Old Carthusians II,Old Chigwellians II,5 - 0
5558,19929979,2019-20,DIV3,04/01/20,Old Tonbridgians II,Old Epsomians,5 - 2
5559,19890776,2019-20,DIV4,04/01/20,Old Brentwoods II,Old Shirburnians,5 - 1
5560,19890761,2019-20,DIV4,04/01/20,Old Bancroftians AFC,Old Stoics,2 - 0
5561,19908665,2019-20,D5N,04/01/20,Old Brentwoods III,Old Albanians SA,1 - 6
5562,20289817,2019-20,DUNN,04/01/20,Old Kimboltonians,Old Columbans,2 - 1
5563,19537199,2019-20,SCHL,04/01/20,Dulwich College 1st XI,Old Alleynians AFC,3 - 3
5564,19537200,2019-20,SCHL,04/01/20,Dulwich College 2nd XI,Old Alleynians AFC II,0 - 2
5565,19537201,2019-20,SCHL,04/01/20,Dulwich College 3rd XI,Old Alleynians AFC III,0 - 5
5566,19750572,2019-20,SCHL,04/01/20,"King's College School, Wimbledon 1st XI",KCS Old Boys,1 - 4
5567,19750573,2019-20,SCHL,04/01/20,"King's College School, Wimbledon 2nd XI",Kings College Wimbledon II,0 - 0
5568,19656379,2019-20,FREE,04/01/20,Old Etonians,TBC,"Void
										
										V - V"
5569,20324199,2019-20,FREE,04/01/20,Old Malvernians,TBC,"Void
										
										V - V"
5570,20372939,2019-20,FREE,04/01/20,Old Marlburians,TBC,"Void
										
										V - V"
5571,19595086,2019-20,FREE,04/01/20,Old Merchant Taylors,TBC,"Void
										
										V - V"
5572,20427530,2019-20,SPRE,04/01/20,Old Berkhamstedians II,TBC,"Postponed
										
										P - P"
5573,20427522,2019-20,SPRE,04/01/20,Old Carthusians III,TBC,"Postponed
										
										P - P"
5574,20427531,2019-20,SPRE,04/01/20,Old Eastbournians,TBC,"Postponed
										
										P - P"
5575,20427527,2019-20,SPRE,04/01/20,Old Haberdashers,TBC,"Postponed
										
										P - P"
5576,20427524,2019-20,SPRE,04/01/20,Old Harrovians III,TBC,"Postponed
										
										P - P"
5577,20427525,2019-20,SPRE,04/01/20,Old King's Scholars,TBC,"Postponed
										
										P - P"
5578,20427529,2019-20,SPRE,04/01/20,Old Merchant Taylors II,TBC,"Postponed
										
										P - P"
5579,20427526,2019-20,SPRE,04/01/20,Old Salopians II,TBC,"Postponed
										
										P - P"
5580,20427523,2019-20,SPRE,04/01/20,Old Suttonians SV,TBC,"Postponed
										
										P - P"
5581,20427521,2019-20,SPRE,04/01/20,Old Tonbridgians,TBC,"Postponed
										
										P - P"
5582,20427532,2019-20,SPRE,04/01/20,Old Westminsters II,TBC,"Postponed
										
										P - P"
5583,20427533,2019-20,SPRE,04/01/20,Old Wykehamists II,TBC,"Postponed
										
										P - P"
5584,19836206,2019-20,DIV1,21/12/19,Old Cholmeleians,Lancing Old Boys,5 - 1
5585,19750494,2019-20,DIV2,21/12/19,Old Harrovians II,Old Carthusians II,0 - 3
5586,19750514,2019-20,DIV2,21/12/19,Old Aldenhamians,Old Sennockians,2 - 0
5587,19890763,2019-20,DIV4,21/12/19,Old King's Scholars,Old Shirburnians,2 - 1
5588,19908644,2019-20,D5N,21/12/19,Old Merchant Taylors II,Old Haberdashers,3 - 2
5589,20214942,2019-20,DUNN,21/12/19,Old Suttonians SV,Old Reptonians,1 - 5
5590,20242964,2019-20,DUNN,21/12/19,Old Alleynians AFC,Old Salopians,1 - 0
5591,20289951,2019-20,DUNN,21/12/19,Old Wykehamists,Old Tonbridgians,1 - 6
5592,20242720,2019-20,DUNN,21/12/19,Old Carthusians,Old Radleians,7 - 0
5593,20283026,2019-20,JLC,21/12/19,Old Rugbeians,Old Carthusians III,7 - 1
5594,20289874,2019-20,JLC,21/12/19,Old Salopians II,Lancing Old Boys II,"Away Walkover
										
										A - W"
5595,19588402,2019-20,FREE,21/12/19,Old Bradfieldians,TBC,"Void
										
										V - V"
5596,19622672,2019-20,FREE,21/12/19,Old Eastbournians,TBC,"Void
										
										V - V"
5597,19656391,2019-20,FREE,21/12/19,Old Etonians II,TBC,"Void
										
										V - V"
5598,19515242,2019-20,FREE,21/12/19,Old Foresters,TBC,"Void
										
										V - V"
5599,19515243,2019-20,FREE,21/12/19,Old Foresters II,TBC,"Void
										
										V - V"
5600,19595084,2019-20,FREE,21/12/19,Old Merchant Taylors,TBC,"Void
										
										V - V"
5601,19702965,2019-20,PREM,14/12/19,Old Alleynians AFC,Old Carthusians,0 - 2
5602,19836223,2019-20,DIV1,14/12/19,Old Reptonians,Old Malvernians,1 - 0
5603,19836199,2019-20,DIV1,14/12/19,Old Wykehamists,Old Brentwoods,2 - 3
5604,19836226,2019-20,DIV1,14/12/19,Old Radleians,Old Berkhamstedians,4 - 4
5605,19750513,2019-20,DIV2,14/12/19,Old Sennockians,Old Etonians II,4 - 7
5606,19929970,2019-20,DIV3,14/12/19,Old Carthusians III,Old Wellingtonians,3 - 3
5607,19929975,2019-20,DIV3,14/12/19,Old Tonbridgians II,Old Columbans,1 - 3
5608,19890782,2019-20,DIV4,14/12/19,Old Kimboltonians,Old Alleynians AFC II,2 - 3
5609,19890749,2019-20,DIV4,14/12/19,Old King's Scholars,Old Stoics,3 - 1
5610,19890785,2019-20,DIV4,14/12/19,Old Harrovians III,Old Shirburnians,0 - 3
5611,19926413,2019-20,D5S,14/12/19,Old Wykehamists II,Old Berkhamstedians II,2 - 1
5612,20243298,2019-20,DUNN,14/12/19,Old Westminsters,Old Rugbeians,"2 - 3 
										
											
(AET)"
5613,20242975,2019-20,DUNN,14/12/19,Old Foresters,Old Bradfieldians,0 - 5
5614,20267345,2019-20,DUNN,14/12/19,Old Harrovians,KCS Old Boys,"2 - 3 
										
											
(AET)"
5615,20283024,2019-20,JLC,14/12/19,Old Suttonians SV,Old Foresters II,"Home Walkover
										
										H - W"
5616,20289929,2019-20,JLC,14/12/19,Old Eastbournians,Old Citizens,"Home Walkover
										
										H - W"
5617,20300167,2019-20,JLC,14/12/19,Old Merchant Taylors,Old Cholmeleians II,2 - 5
5618,20290212,2019-20,JLC,14/12/19,Old Alleynians AFC III,Old Johnians FC,"Away Walkover
										
										A - W"
5619,20291716,2019-20,JLC,14/12/19,Old Carthusians II,Old Ardinians,"Home Walkover
										
										H - W"
5620,20352526,2019-20,JLC,14/12/19,Kings College Wimbledon II,Old Brentwoods II,2 - 4
5621,19477786,2019-20,SCHL,14/12/19,Haberdashers Aske School 1st XI,Old Haberdashers,"Postponed
										
										P - P"
5622,19792174,2019-20,FREE,14/12/19,Lancing Old Boys,TBC,"Void
										
										V - V"
5623,19792175,2019-20,FREE,14/12/19,Lancing Old Boys II,TBC,"Void
										
										V - V"
5624,20357158,2019-20,FRIE,14/12/19,Old Bancroftians AFC,Old Barryians,"Postponed
										
										P - P"
5625,20282842,2019-20,FNFR,14/12/19,Old Cholmeleians,TBC,"Postponed
										
										P - P"
5626,20282843,2019-20,FNFR,14/12/19,Old Marlburians,TBC,"Postponed
										
										P - P"
5627,19836209,2019-20,DIV1,13/12/19,Old Marlburians,Old Cholmeleians,1 - 6
5628,20018061,2019-20,VSLG,08/12/19,Lancing Old Boys Vets,Old Harrovians Vets,"Postponed
										
										P - P"
5629,20018059,2019-20,VSLG,08/12/19,Old Carthusians Vets,Old Tonbridgians Vets,"Postponed
										
										P - P"
5630,20347298,2019-20,DMVP,08/12/19,Old Etonians Vets,Old Wykehamists Vets,0 - 1
5631,20338559,2019-20,DMVP,08/12/19,Old Salopians Vets,KCS Old Boys Vets,"Home Walkover
										
										H - W"
5632,20311465,2019-20,DMVP,08/12/19,Old Tonbridgians Vets,Old Cholmeleians Vets,"Home Walkover
										
										H - W"
5633,20311694,2019-20,OBC,08/12/19,Old Chigwellians Vets,Alleyn Old Boys,1 - 0
5634,19702971,2019-20,PREM,07/12/19,Old Foresters,Old Harrovians,2 - 1
5635,19702926,2019-20,PREM,07/12/19,Old Carthusians,Old Tonbridgians,11 - 1
5636,19702883,2019-20,PREM,07/12/19,Old Chigwellians,KCS Old Boys,0 - 3
5637,19836224,2019-20,DIV1,07/12/19,Old Westminsters,Old Cholmeleians,1 - 2
5638,19836211,2019-20,DIV1,07/12/19,Lancing Old Boys,Old Radleians,2 - 1
5639,19836246,2019-20,DIV1,07/12/19,Old Malvernians,Old Reptonians,1 - 1
5640,19836237,2019-20,DIV1,07/12/19,Old Marlburians,Old Brentwoods,3 - 6
5641,19750521,2019-20,DIV2,07/12/19,Old Foresters II,Old Rugbeians,1 - 2
5642,19929974,2019-20,DIV3,07/12/19,Old Suttonians SV,Old Johnians FC,1 - 3
5643,19929994,2019-20,DIV3,07/12/19,Kings College Wimbledon II,Lancing Old Boys II,5 - 0
5644,19890750,2019-20,DIV4,07/12/19,Old King's Scholars,Old Bancroftians AFC,2 - 1
5645,19890792,2019-20,DIV4,07/12/19,Old Harrovians III,Old Stoics,1 - 1
5646,19908649,2019-20,D5N,07/12/19,Old Brentwoods III,Old Merchant Taylors II,1 - 5
5647,19926430,2019-20,D5S,07/12/19,Old Amplefordians,Old Wykehamists II,4 - 3
5648,19926403,2019-20,D5S,07/12/19,Old Kingstonians KGS,Old Westminsters II,3 - 3
5649,20290342,2019-20,JLC,07/12/19,Old Columbans,Old Berkhamstedians II,8 - 2
5650,20290615,2019-20,JLC,07/12/19,Old Harrovians III,Old Sennockians,"Away Walkover
										
										A - W"
5651,20283022,2019-20,JLC,07/12/19,Old Kimboltonians,Old Aldenhamians,5 - 2
5652,20292796,2019-20,JLC,07/12/19,Old Alleynians AFC II,Old Chigwellians II,"1 - 1 
										
											
(Pens 4-3)"
5653,20290255,2019-20,JLC,07/12/19,Old Epsomians,Old Albanians SA,5 - 2
5654,20306901,2019-20,JLC,07/12/19,Old Harrovians II,Old Rugbeians II,9 - 0
5655,20290223,2019-20,JLC,07/12/19,Old Shirburnians,Old Wellingtonians,"Home Walkover
										
										H - W"
5656,20283021,2019-20,JLC,07/12/19,Old Tonbridgians II,Old Etonians II,"2 - 2 
										
											
(Pens 4-3)"
5657,20291884,2019-20,AFA,07/12/19,Old Thorntonians,Old Carthusians II,5 - 1
5658,19657709,2019-20,FREE,07/12/19,Old Salopians,TBC,"Void
										
										V - V"
5659,19658546,2019-20,FREE,07/12/19,Old Salopians II,TBC,"Void
										
										V - V"
5660,20310881,2019-20,LOB,07/12/19,Rob Roy Rovers,Old Wykehamists,1 - 2
5661,20244681,2019-20,OBC,07/12/19,Old Etonians,Old Minchendenians,3 - 5
5662,20340940,2019-20,FRIE,07/12/19,Old Haberdashers,Old Barryians,"Postponed
										
										P - P"
5663,20638917,2019-20,AFA,07/12/19,London Lions Vets,Old Chigwellians Vets,4 - 2
5664,20278962,2019-20,AFA,07/12/19,Polytechnic,Old Cholmeleians II,6 - 2
5665,20268291,2019-20,AFA,07/12/19,West Wickham,Old Brentwoods II,2 - 3
5666,20139608,2019-20,DMVC,01/12/19,Old Brentwoods Vets,KCS Old Boys Vets,"Home Walkover
										
										H - W"
5667,19516920,2019-20,DMVC,01/12/19,Old Etonians Vets,Old Berkhamstedians Vets,1 - 0
5668,20240973,2019-20,DMVP,01/12/19,Old Brentwoods Vets,KCS Old Boys Vets,"Away Walkover
										
										A - W"
5669,20240977,2019-20,DMVP,01/12/19,Old Etonians Vets,Old Berkhamstedians Vets,0 - 1
5670,19702911,2019-20,PREM,30/11/19,Old Alleynians AFC,KCS Old Boys,2 - 4
5671,19702887,2019-20,PREM,30/11/19,Old Bradfieldians,Old Harrovians,4 - 6
5672,19702957,2019-20,PREM,30/11/19,Old Tonbridgians,Old Chigwellians,6 - 0
5673,19836228,2019-20,DIV1,30/11/19,Old Wykehamists,Lancing Old Boys,4 - 0
5674,19836207,2019-20,DIV1,30/11/19,Old Radleians,Old Malvernians,1 - 4
5675,19836214,2019-20,DIV1,30/11/19,Old Reptonians,Old Westminsters,1 - 1
5676,19750486,2019-20,DIV2,30/11/19,Old Carthusians II,Old Foresters II,6 - 1
5677,19750544,2019-20,DIV2,30/11/19,Old Merchant Taylors,Old Sennockians,3 - 1
5678,19929978,2019-20,DIV3,30/11/19,Old Columbans,Kings College Wimbledon II,7 - 2
5679,19929999,2019-20,DIV3,30/11/19,Old Carthusians III,Lancing Old Boys II,4 - 1
5680,19929993,2019-20,DIV3,30/11/19,Old Epsomians,Old Suttonians SV,4 - 2
5681,19929991,2019-20,DIV3,30/11/19,Old Wellingtonians,Old Johnians FC,2 - 5
5682,19890730,2019-20,DIV4,30/11/19,Old Shirburnians,Old Bancroftians AFC,7 - 2
5683,19890736,2019-20,DIV4,30/11/19,Old Alleynians AFC II,Old King's Scholars,3 - 3
5684,19890778,2019-20,DIV4,30/11/19,Old Harrovians III,Old Kimboltonians,3 - 5
5685,19908625,2019-20,D5N,30/11/19,Old Haberdashers,Old Albanians SA,1 - 6
5686,19908663,2019-20,D5N,30/11/19,Old Merchant Taylors II,Old Cholmeleians II,0 - 8
5687,19926397,2019-20,D5S,30/11/19,Old Alleynians AFC III,Old Wykehamists II,1 - 2
5688,19926426,2019-20,D5S,30/11/19,Old Berkhamstedians II,Old Kingstonians KGS,3 - 4
5689,19926412,2019-20,D5S,30/11/19,Old Eastbournians,Old Amplefordians,2 - 2
5690,20251034,2019-20,AFA,30/11/19,Old Foresters,Old Dorkinians,0 - 3
5691,20251035,2019-20,AFA,30/11/19,Winchmore Hill,Old Carthusians,0 - 5
5692,20340826,2019-20,FREE,30/11/19,Old Aldenhamians,TBC,"Void
										
										V - V"
5693,19830187,2019-20,FREE,30/11/19,Old Tonbridgians II,TBC,"Void
										
										V - V"
5694,19659172,2019-20,FREE,30/11/19,Old Westminsters II,TBC,"Void
										
										V - V"
5695,20271496,2019-20,LOB,30/11/19,Worcester College Old Boys,Old Cholmeleians,2 - 3
5696,20295319,2019-20,LOB,30/11/19,Old Thorntonians,Old Rugbeians,2 - 12
5697,20294144,2019-20,OBC,30/11/19,Old Etonians II,Old Owens,3 - 0
5698,19685987,2019-20,OBC,30/11/19,Old Parmiterians,Old Brentwoods III,"Home Walkover
										
										H - W"
5699,20207858,2019-20,FNFR,30/11/19,Old Etonians,TBC,"Postponed
										
										P - P"
5700,20207859,2019-20,FNFR,30/11/19,Old Salopians,TBC,"Postponed
										
										P - P"
5701,19702936,2019-20,PREM,29/11/19,Old Salopians,Old Etonians,1 - 3
5702,20018058,2019-20,VSLG,24/11/19,Old Wykehamists Vets,Old Harrovians Vets,3 - 2
5703,20561427,2019-20,SALV,24/11/19,Old Carthusians Vets,Chelsham Vets,"Away Walkover
										
										A - W"
5704,19702959,2019-20,PREM,23/11/19,Old Foresters,Old Alleynians AFC,2 - 0
5705,19702969,2019-20,PREM,23/11/19,Old Carthusians,Old Bradfieldians,2 - 3
5706,19702937,2019-20,PREM,23/11/19,Old Tonbridgians,Old Harrovians,2 - 1
5707,19836255,2019-20,DIV1,23/11/19,Old Westminsters,Old Marlburians,4 - 3
5708,19836212,2019-20,DIV1,23/11/19,Old Malvernians,Old Berkhamstedians,2 - 1
5709,19836240,2019-20,DIV1,23/11/19,Old Radleians,Old Brentwoods,1 - 9
5710,19750552,2019-20,DIV2,23/11/19,Old Foresters II,Old Carthusians II,1 - 4
5711,19750510,2019-20,DIV2,23/11/19,Old Aldenhamians,Old Merchant Taylors,0 - 6
5712,19750528,2019-20,DIV2,23/11/19,Old Chigwellians II,Old Harrovians II,1 - 0
5713,19929996,2019-20,DIV3,23/11/19,Lancing Old Boys II,Old Johnians FC,1 - 3
5714,19929955,2019-20,DIV3,23/11/19,Old Carthusians III,Old Suttonians SV,0 - 8
5715,19890789,2019-20,DIV4,23/11/19,Old King's Scholars,Old Harrovians III,3 - 3
5716,19890751,2019-20,DIV4,23/11/19,Old Salopians II,Old Kimboltonians,1 - 0
5717,19890733,2019-20,DIV4,23/11/19,Old Stoics,Old Bancroftians AFC,1 - 1
5718,19908666,2019-20,D5N,23/11/19,Old Cholmeleians II,Old Haberdashers,5 - 2
5719,19926405,2019-20,D5S,23/11/19,Old Berkhamstedians II,Old Eastbournians,3 - 2
5720,19926396,2019-20,D5S,23/11/19,Old Kingstonians KGS,Old Wykehamists II,1 - 4
5721,19926425,2019-20,D5S,23/11/19,Old Alleynians AFC III,Old Westminsters II,4 - 2
5722,20218639,2019-20,AFA,23/11/19,Hale End Athletic,Old Chigwellians,3 - 1
5723,20218640,2019-20,AFA,23/11/19,Spaniards,Old Cholmeleians,2 - 0
5724,19586938,2019-20,FREE,23/11/19,KCS Old Boys,TBC,"Void
										
										V - V"
5725,19585634,2019-20,FREE,23/11/19,Kings College Wimbledon II,TBC,"Void
										
										V - V"
5726,20274548,2019-20,FREE,23/11/19,Lancing Old Boys,The Comets (MPSSA),"Void
										
										V - V"
5727,19908557,2019-20,FREE,23/11/19,Old Albanians SA,TBC,"Void
										
										V - V"
5728,19531692,2019-20,FREE,23/11/19,Old Tonbridgians II,TBC,"Void
										
										V - V"
5729,19519688,2019-20,FREE,23/11/19,Old Wellingtonians,TBC,"Void
										
										V - V"
5730,20271556,2019-20,LOB,23/11/19,Old Reptonians,IB Albion,2 - 1
5731,19685957,2019-20,OBC,23/11/19,Old Lyonians,Old Brentwoods II,"Home Walkover
										
										H - W"
5732,19750500,2019-20,FRIE,23/11/19,Old Sennockians,Old Citizens,"Home Walkover
										
										H - W"
5733,20319651,2019-20,FRIE,23/11/19,Old Salopians,Old Barryians,"Postponed
										
										P - P"
5734,19656412,2019-20,STAD,23/11/19,Eton College 1st XI,Old Etonians,0 - 0
5735,20321778,2019-20,STAD,23/11/19,Eton College 2nd XI,Old Etonians II,0 - 0
5736,20256254,2019-20,LOB,23/11/19,Bealonians,Old Columbans,"4 - 4 
										
											
(Pens 5-4, HT 3-0)"
5737,19465645,2019-20,SCHL,22/11/19,Old Wykehamists,Winchester College 1st XI,3 - 3
5738,20018064,2019-20,VSLG,20/11/19,Lancing Old Boys Vets,Old Tonbridgians Vets,3 - 1
5739,19516921,2019-20,DMVC,17/11/19,Old Wykehamists Vets,Old Chigwellians Vets,1 - 9
5740,19516919,2019-20,DMVC,17/11/19,Old Foresters Vets,Old Aldenhamians Vets,9 - 2
5741,20110877,2019-20,DMVC,17/11/19,Old Malvernians Vets,Old Tonbridgians Vets,7 - 0
5742,20240979,2019-20,DMVP,17/11/19,Old Wykehamists Vets,Old Chigwellians Vets,9 - 1
5743,20240975,2019-20,DMVP,17/11/19,Old Foresters Vets,Old Aldenhamians Vets,2 - 9
5744,20240978,2019-20,DMVP,17/11/19,Old Malvernians Vets,Old Tonbridgians Vets,0 - 7
5745,19702951,2019-20,PREM,16/11/19,Old Salopians,Old Foresters,0 - 1
5746,19702958,2019-20,PREM,16/11/19,Old Carthusians,Old Chigwellians,4 - 1
5747,19702964,2019-20,PREM,16/11/19,Old Harrovians,KCS Old Boys,1 - 4
5748,19836196,2019-20,DIV1,16/11/19,Old Reptonians,Old Cholmeleians,3 - 4
5749,19836238,2019-20,DIV1,16/11/19,Old Westminsters,Old Malvernians,2 - 3
5750,19750508,2019-20,DIV2,16/11/19,Old Carthusians II,Old Etonians II,2 - 0
5751,19929956,2019-20,DIV3,16/11/19,Old Columbans,Old Wellingtonians,5 - 3
5752,19930000,2019-20,DIV3,16/11/19,Old Epsomians,Old Johnians FC,1 - 1
5753,19929985,2019-20,DIV3,16/11/19,Old Tonbridgians II,Old Carthusians III,5 - 1
5754,19930011,2019-20,DIV3,16/11/19,Kings College Wimbledon II,Old Suttonians SV,3 - 2
5755,19890777,2019-20,DIV4,16/11/19,Old King's Scholars,Old Alleynians AFC II,0 - 1
5756,19890767,2019-20,DIV4,16/11/19,Old Kimboltonians,Old Harrovians III,4 - 0
5757,19890735,2019-20,DIV4,16/11/19,Old Bancroftians AFC,Old Salopians II,2 - 2
5758,19890726,2019-20,DIV4,16/11/19,Old Stoics,Old Shirburnians,2 - 4
5759,19926391,2019-20,D5S,16/11/19,Old Amplefordians,Old Westminsters II,1 - 3
5760,19926421,2019-20,D5S,16/11/19,Old Eastbournians,Old Alleynians AFC III,3 - 4
5761,20271428,2019-20,JLC,16/11/19,Old Merchant Taylors II,Old Brentwoods II,1 - 2
5762,20271375,2019-20,JLC,16/11/19,Old Cholmeleians II,Old Foresters III,"Home Walkover
										
										H - W"
5763,19467229,2019-20,SCHL,16/11/19,Lancing College 1st XI,Lancing Old Boys,2 - 3
5764,19467230,2019-20,SCHL,16/11/19,Lancing College 2nd XI,Lancing Old Boys II,2 - 2
5765,20291613,2019-20,FREE,16/11/19,Old Albanians SA,TBC,"Void
										
										V - V"
5766,19585583,2019-20,FREE,16/11/19,Old Sennockians,TBC,"Void
										
										V - V"
5767,20149125,2019-20,LOB,16/11/19,New College Old Boys,Old Wykehamists,1 - 8
5768,19750533,2019-20,FRIE,16/11/19,Old Harrovians II,Old Citizens,"Home Walkover
										
										H - W"
5769,19702935,2019-20,PREM,15/11/19,Old Alleynians AFC,Old Bradfieldians,3 - 2
5770,20139305,2019-20,DMVC,10/11/19,Old Cholmeleians Vets,Lancing Old Boys Vets,"2 - 2 
										
											
(Pens 6-7)"
5771,19516918,2019-20,DMVC,10/11/19,Old Haileyburians Vets,Old Wellingtonians Vets,7 - 1
5772,20139263,2019-20,DMVC,10/11/19,Old Harrovians Vets,Old Salopians Vets,3 - 2
5773,20240974,2019-20,DMVP,10/11/19,Old Haileyburians Vets,Old Wellingtonians Vets,1 - 7
5774,20240976,2019-20,DMVP,10/11/19,Old Cholmeleians Vets,Lancing Old Boys Vets,"2 - 2 
										
											
(Pens 7-6)"
5775,20240980,2019-20,DMVP,10/11/19,Old Harrovians Vets,Old Salopians Vets,2 - 3
5776,19685998,2019-20,OBC,10/11/19,Old Ignatians,Old Chigwellians Vets,1 - 7
