Fixture_ID,Team_1,Team_2,Team_1_goals,Team_2_goals,ALFIE_rating,Total_goals 
17507331,Old Bradfieldians,Old Cholmeleians,5,1,2.0,6
17519473,Old Carthusians II,Old Harrovians II,2,1,4.0,3
17519434,Kings College Wimbledon II,Old Carthusians III,2,0,2.0,2
17508753,Old Chigwellians II,Old Salopians II,4,2,3.0,6
17508724,Old Haberdashers,Old Eastbournians,3,4,4.0,7
17508761,Old Sennockians,Old Citizens,3,4,4.0,7
17526716,Old Suttonians SV,Old Merchant Taylors II,3,1,3.0,4
17524112,Old Brentwoods II,Old Albanians SA,2,2,5.0,4
17524113,Old Foresters III,Old Brentwoods III,1,4,2.0,5
17524134,Old Chigwellians III,Old Columbans,0,8,0.0,8
17527236,Old Epsomians II,Old Shirburnians,3,0,2.0,3
17527203,Old Harrovians III,Kings College Wimbledon III,4,2,3.0,6
17493098,Old Rugbeians,Old Aldenhamians,3,5,4.0,8
17493090,Old Reptonians,Old Bancroftians AFC,4,1,2.0,5
17493096,Old Salopians,Old Brentwoods,4,0,1.0,4
17493093,Old Wykehamists,Old Foresters,0,2,2.0,2
17493095,Lancing Old Boys,Old Kimboltonians,1,1,4.0,2
17493099,Old Alleynians AFC,Old Harrovians,1,1,4.0,2
17493097,Old Merchant Taylors,Old Chigwellians,3,2,4.0,5
17493094,Old Carthusians,Old Radleians,9,1,0.0,10
17493102,Old Malvernians,Old Tonbridgians,1,2,4.0,3
17493091,KCS Old Boys,Old Etonians,2,3,4.0,5
17484020,Old Foresters II,Mill Hill Village,3,0,2.0,3
17427445,Alleyn Old Boys,Old Aldenhamians II,6,2,2.0,8
17736469,Old Tonbridgians II,Old Meadonians,5,4,5.0,9
17430489,Enfield Old Grammarians,Old Etonians II,2,5,2.0,7
17493101,Old Eastbournians,Old Bradfieldians,0,2,2.0,2
17517402,Lancing Old Boys,Old Chigwellians,0,2,2.0,2
17517355,KCS Old Boys,Old Salopians,1,2,4.0,3
17517369,Old Wykehamists,Old Etonians,2,1,4.0,3
17517334,Old Tonbridgians,Old Marlburians,3,2,4.0,5
17507298,Old Malvernians,Old Brentwoods,1,3,3.0,4
17507366,Old Harrovians,Old Wellingtonians,3,0,2.0,3
17507335,Old Berkhamstedians,Old Cholmeleians,3,1,3.0,4
17519419,Old Harrovians II,Lancing Old Boys II,1,2,4.0,3
17519421,Old Etonians II,Old Foresters II,2,1,4.0,3
17519418,Old Alleynians AFC,Kings College Wimbledon II,3,1,3.0,4
17508721,Old Salopians II,Old Haberdashers,1,3,3.0,4
17508786,Old Chigwellians II,Old Tonbridgians II,3,0,2.0,3
17508775,Old Aldenhamians II,Old Citizens,1,3,3.0,4
17526718,Old Johnians FC,Old Alleynians AFC II,2,1,4.0,3
17526726,Old Wykehamists II,Old Stoics,3,4,4.0,7
17524096,Old Brentwoods II,Old Foresters III,4,0,1.0,4
17527213,Old Epsomians II,Old King's Scholars,3,0,2.0,3
17493092,Old Suttonians SV,Old Amplefordians,4,1,2.0,5
17667365,Old Westminsters,Forest Green,7,4,3.0,11
17708065,Egbertian FC,Old Aldenhamians,4,7,3.0,11
17483993,Old Foresters,Spaniards,6,0,0.0,6
17667367,Old Sennockians,The Warren First,3,4,4.0,7
17430482,Old Owens,Old Carthusians,1,2,4.0,3
17517395,Old Foresters,Old Chigwellians,0,0,4.0,0
17517353,Old Salopians,Lancing Old Boys,2,2,5.0,4
17517388,Old Wykehamists,Old Marlburians,1,0,3.0,1
17517341,KCS Old Boys,Old Etonians,2,2,5.0,4
17507364,Old Bradfieldians,Old Brentwoods,2,1,4.0,3
17507317,Old Aldenhamians,Old Harrovians,0,7,0.0,7
17507308,Old Wellingtonians,Old Cholmeleians,1,6,0.0,7
17507309,Old Reptonians,Old Malvernians,2,3,4.0,5
17519403,Old Carthusians III,Old Westminsters,4,0,1.0,4
17519417,Old Radleians,Old Etonians II,3,2,4.0,5
17519415,Old Harrovians II,Old Alleynians AFC,2,3,4.0,5
17519414,Lancing Old Boys II,Kings College Wimbledon II,1,3,3.0,4
17508717,Old Tonbridgians II,Old Epsomians,3,2,4.0,5
17508777,Old Merchant Taylors,Old Haberdashers,5,2,2.0,7
17508716,Old Aldenhamians II,Old Eastbournians,1,4,2.0,5
17526723,Old Merchant Taylors II,Old Bancroftians AFC,2,1,4.0,3
17526724,Old Alleynians AFC II,Old Rugbeians,1,2,4.0,3
17526739,Old Wykehamists II,Old Johnians FC,2,5,2.0,7
17524106,Old Albanians SA,Old Brentwoods III,1,5,2.0,6
17524107,Old Foresters III,Old Chigwellians III,1,1,4.0,2
17524108,Old Columbans,Old Cholmeleians II,3,2,4.0,5
17527229,Kings College Wimbledon III,Old Shirburnians,1,7,0.0,8
17527245,Old Westminsters II,Old King's Scholars,4,0,1.0,4
17427353,Old Aloysians,Old Brentwoods II,2,3,4.0,5
17427355,Old Minchendenians,Old Salopians II,9,2,0.0,11
17427354,Old Wokingians,Old Carthusians II,1,1,4.0,2
17552887,Old Carthusians,Economicals,3,0,2.0,3
17497889,Old Ignatians,Old Tonbridgians,6,1,0.0,7
17517332,Old Marlburians,Old Foresters,0,2,2.0,2
17517412,Old Chigwellians,Old Carthusians,1,5,2.0,6
17517413,Lancing Old Boys,Old Etonians,1,2,4.0,3
17517331,Old Wykehamists,KCS Old Boys,0,1,3.0,1
17507315,Old Reptonians,Old Berkhamstedians,2,4,3.0,6
17507305,Old Cholmeleians,Old Brentwoods,1,5,2.0,6
17507330,Old Malvernians,Old Wellingtonians,1,2,4.0,3
17507378,Old Harrovians,Old Bradfieldians,3,5,4.0,8
17519413,Old Alleynians AFC,Old Foresters II,0,0,4.0,0
17519410,Old Westminsters,Lancing Old Boys II,3,2,4.0,5
17519411,Old Radleians,Old Carthusians II,2,2,5.0,4
17519460,Old Etonians II,Old Harrovians II,5,2,2.0,7
17508711,Old Eastbournians,Old Chigwellians II,3,1,3.0,4
17508714,Old Aldenhamians II,Old Tonbridgians II,3,3,5.0,6
17508789,Old Merchant Taylors,Old Sennockians,1,2,4.0,3
17526734,Old Wykehamists II,Old Bancroftians AFC,1,5,2.0,6
17526754,Old Suttonians SV,Old Rugbeians,0,3,2.0,3
17526721,Old Merchant Taylors II,Old Johnians FC,2,1,4.0,3
17526722,Old Alleynians AFC II,Old Stoics,4,4,6.0,8
17524104,Old Chigwellians III,Old Brentwoods III,1,3,3.0,4
17524105,Old Brentwoods II,Old Columbans,1,1,4.0,2
17524133,Old Albanians SA,Old Cholmeleians II,2,1,4.0,3
17527202,Old Epsomians II,Old Amplefordians,0,3,2.0,3
17527212,Kings College Wimbledon III,Old Harrovians III,1,4,2.0,5
17527205,Old Shirburnians,Old King's Scholars,2,2,5.0,4
17427669,Old Foresters III,UCL Academicals IV,1,9,0.0,10
17427159,Old Salopians,Shrewsbury School 1st XI,5,0,0.0,5
17427160,Old Salopians II,Shrewsbury School 2nd XI,1,1,4.0,2
17517329,Old Foresters,Lancing Old Boys,3,0,2.0,3
17517330,KCS Old Boys,Old Marlburians,0,1,3.0,1
17507334,Old Aldenhamians,Old Brentwoods,0,5,0.0,5
17507301,Old Harrovians,Old Cholmeleians,2,2,5.0,4
17519409,Old Westminsters,Old Alleynians AFC,1,1,4.0,2
17519486,Old Foresters II,Old Etonians II,1,1,4.0,2
17519408,Old Harrovians II,Kings College Wimbledon II,1,2,4.0,3
17508774,Old Sennockians,Old Chigwellians II,2,0,2.0,2
17508776,Old Salopians II,Old Epsomians,2,1,4.0,3
17508708,Old Citizens,Old Haberdashers,2,2,5.0,4
17526737,Old Wykehamists II,Old Merchant Taylors II,1,3,3.0,4
17526738,Old Stoics,Old Suttonians SV,6,0,0.0,6
17524100,Old Cholmeleians II,Old Brentwoods II,2,2,5.0,4
17524101,Old Albanians SA,Old Chigwellians III,4,2,3.0,6
17527246,Old Harrovians III,Old Shirburnians,3,0,2.0,3
17527237,Kings College Wimbledon III,Old Amplefordians,1,3,3.0,4
17429937,Old Malvernians,Old Uffingtonians FC,3,2,4.0,5
17429938,Old Berkhamstedians,Witan,3,2,4.0,5
17429936,Old Magdalenians,Old Reptonians,0,8,0.0,8
17430011,Old Dorkinians,Old Tonbridgians II,1,5,2.0,6
17430017,Enfield Old Grammarians,Old Aldenhamians II,7,0,0.0,7
17430018,Old Eastbournians,Old Hamptonians,1,2,4.0,3
17430481,Bealonians,Old Etonians,3,1,3.0,4
17473446,Old Carthusians,Charterhouse School 1st XI,5,0,0.0,5
17473447,Old Carthusians II,Charterhouse School 2nd XI,0,1,3.0,1
17473448,Old Carthusians III,Charterhouse School 3rd XI,3,5,4.0,8
17517327,Old Wykehamists,Old Chigwellians,0,5,0.0,5
17517394,KCS Old Boys,Old Carthusians,0,4,1.0,4
17517328,Old Tonbridgians,Old Etonians,3,2,4.0,5
17517378,Old Salopians,Old Marlburians,1,1,4.0,2
17507365,Old Malvernians,Old Cholmeleians,1,1,4.0,2
17507297,Old Wellingtonians,Old Bradfieldians,3,6,3.0,9
17519407,Old Radleians,Old Foresters II,1,3,3.0,4
17519404,Old Etonians II,Kings College Wimbledon II,3,1,3.0,4
17508704,Old Epsomians,Old Chigwellians II,0,5,0.0,5
17508705,Old Citizens,Old Salopians II,4,3,4.0,7
17508706,Old Haberdashers,Old Sennockians,2,3,4.0,5
17526749,Old Bancroftians AFC,Old Merchant Taylors II,3,3,5.0,6
17526719,Old Rugbeians,Old Stoics,3,1,3.0,4
17526752,Old Wykehamists II,Old Suttonians SV,0,6,0.0,6
17526735,Old Alleynians AFC II,Old Johnians FC,3,3,5.0,6
17524129,Old Albanians SA,Old Foresters III,4,2,3.0,6
17524114,Old Columbans,Old Chigwellians III,6,1,0.0,7
17527227,Old King's Scholars,Old Amplefordians,2,3,4.0,5
17427302,University of Hertfordshire,Old Aldenhamians,1,7,0.0,8
17427304,Royal Bank of Scotland,Old Westminsters,2,3,4.0,5
17427303,Lancing Old Boys,Worcester College Old Boys,2,4,3.0,6
17427443,South Bank Cuaco,Old Westminsters II,6,2,2.0,8
17429943,NUFC Oilers,Old Carthusians II,3,2,4.0,5
17551077,Old Brentwoods,Brentwood School 1st XI,1,1,4.0,2
17551078,Old Brentwoods II,Brentwood School 2nd XI,0,2,2.0,2
17551079,Old Brentwoods III,Brentwood School 3rd XI,4,3,4.0,7
17551080,Old Brentwoods IV,Brentwood School 4th XI,6,1,0.0,7
17551081,Old Brentwoods Vets,Brentwood School 5th XI,5,6,5.0,11
17431845,Harrow School 1st XI,Old Harrovians,5,5,6.0,10
17431846,Harrow School 2nd XI,Old Harrovians II,6,6,6.0,12
17431847,Harrow School 3rd XI,Old Harrovians III,7,7,6.0,14
17517389,Lancing Old Boys,Old Carthusians,0,6,0.0,6
17507362,Old Reptonians,Old Aldenhamians,1,4,2.0,5
17507337,Old Wellingtonians,Old Brentwoods,2,4,3.0,6
17519431,Kings College Wimbledon II,Old Carthusians II,3,4,4.0,7
17519401,Old Alleynians AFC,Old Harrovians II,6,0,0.0,6
17519402,Lancing Old Boys II,Old Radleians,0,6,0.0,6
17508700,Old Merchant Taylors,Old Aldenhamians II,3,1,3.0,4
17508782,Old Haberdashers,Old Tonbridgians II,0,3,2.0,3
17508701,Old Epsomians,Old Eastbournians,1,1,4.0,2
17508703,Old Sennockians,Old Salopians II,0,2,2.0,2
17526715,Old Wykehamists II,Old Alleynians AFC II,4,1,2.0,5
17526731,Old Suttonians SV,Old Bancroftians AFC,3,2,4.0,5
17526717,Old Johnians FC,Old Rugbeians,1,0,3.0,1
17524094,Old Columbans,Old Albanians SA,3,1,3.0,4
17524098,Old Chigwellians III,Old Brentwoods II,1,5,2.0,6
17524095,Old Brentwoods III,Old Cholmeleians II,3,4,4.0,7
17527220,Old Amplefordians,Old Epsomians II,2,0,2.0,2
17527195,Old Shirburnians,Kings College Wimbledon III,4,1,2.0,5
17480715,Old Malvernians,Malvern College 1st XI,0,1,3.0,1
17480716,Old Malvernians II,Malvern College 2nd XI,2,3,4.0,5
17516026,Old Marlburians,Marlborough College 1st XI,3,1,3.0,4
17446566,Lancing Old Boys,Lancing College 1st XI,7,4,3.0,11
17446567,Lancing Old Boys II,Lancing College 2nd XI,0,0,4.0,0
17580207,Old Carthusians,Old Owens,7,1,0.0,8
18580144,KCS Old Boys,Old Carthusians,2,1,4.0,3
18682710,Old Carthusians II,Old Westminsters,2,3,4.0,5
19399380,Old Shirburnians,Old Kimboltonians,3,0,2.0,3
18914064,Lancing Old Boys Vets,Old Tonbridgians Vets,6,1,0.0,7
18580285,Old Carthusians,Old Bradfieldians,2,2,5.0,4
18682887,Old Harrovians,Old Cholmeleians,2,1,4.0,3
18682655,Kings College Wimbledon II,Old Westminsters,1,1,4.0,2
19335286,Old Johnians FC,Old Wokingians,2,1,4.0,3
19335281,Alexandra Park FC,Old Alleynians AFC,0,7,0.0,7
18914053,Old Harrovians Vets,Old Etonians Vets,1,12,1.0,13
18682862,Old Cholmeleians,Old Reptonians,2,1,4.0,3
18638431,Old Sennockians,Old Wellingtonians,0,6,0.0,6
19364282,Old Carthusians,Old Etonians,3,0,2.0,3
19363994,Old Westminsters,Old Etonians II,3,1,3.0,4
19398505,Old Alleynians AFC II,Old Kimboltonians,3,2,4.0,5
19323643,Old Bradfieldians,Old Aloysians,0,3,2.0,3
19335289,London Welsh F.C.,Old Johnians FC,4,5,5.0,9
19323621,Old Kingstonians KGS,Old Westminsters II,5,1,2.0,6
18580296,Old Chigwellians,Old Carthusians,0,0,4.0,0
19323622,Old Pauline,Old Kingstonians KGS,0,5,0.0,5
18970250,Arthurian League Representative Team,Southern Amateur League Rep XI,1,3,3.0,4
19355480,Old Brentwoods Vets,Old Malvernians Vets,1,2,4.0,3
19380521,Old Carthusians Vets,Old Wellingtonians Vets,1,4,2.0,5
18580292,Old Wykehamists,Old Tonbridgians,3,0,2.0,3
18682891,Old Cholmeleians,Old Radleians,3,3,5.0,6
18682730,Kings College Wimbledon II,Old Merchant Taylors,3,1,3.0,4
18682684,Lancing Old Boys II,Old Harrovians II,5,4,5.0,9
18682669,Old Citizens,Old Westminsters,1,2,4.0,3
18638444,Old Tonbridgians II,Old Sennockians,1,2,4.0,3
18682802,Old Harrovians III,Old Columbans,1,1,4.0,2
18580206,Old Cholmeleians II,Old Brentwoods III,2,7,0.0,9
18580142,Old Chigwellians III,Old Merchant Taylors II,3,2,4.0,5
19377158,Old Shirburnians,Old Alleynians AFC II,0,5,0.0,5
19354084,Old Carthusians,Old Meadonians,3,1,3.0,4
19323640,Old Bradfieldians,Alexandra Park FC,1,0,3.0,1
19018395,Arthurian League Representative Team,AFC Representative Team,0,4,1.0,4
18580170,Old Wykehamists,Old Brentwoods,1,3,3.0,4
18580249,Old Etonians,Old Salopians,1,0,3.0,1
18682882,Old Aldenhamians,Lancing Old Boys,2,7,0.0,9
18682878,Old Berkhamstedians,Old Malvernians,0,3,2.0,3
18682662,Lancing Old Boys II,Old Merchant Taylors,1,2,4.0,3
18682658,Old Chigwellians II,Old Westminsters,1,4,2.0,5
18638463,Old Salopians II,Old Rugbeians,1,6,0.0,7
18682770,Old Haberdashers,Old Alleynians AFC II,2,9,0.0,11
18682799,Old Stoics,Old Columbans,1,5,2.0,6
18682801,Old Bancroftians AFC,Old Harrovians III,0,4,1.0,4
18580098,Old Brentwoods III,Old Merchant Taylors II,3,3,5.0,6
18580237,Old Cholmeleians II,Old Foresters III,1,1,4.0,2
19387028,Old King's Scholars,Old Kimboltonians,0,3,2.0,3
19387029,Old Albanians SA,Old Shirburnians,1,3,3.0,4
19341639,Old Cholmeleians,New Magdalen,0,1,3.0,1
19335287,Old Dorkinians,Old Johnians FC,2,3,4.0,5
19390810,South Bank Cuaco,Old Kingstonians KGS,2,2,5.0,4
19323633,Old Westminsters II,Old Wokingians,2,7,0.0,9
18580284,Old Wykehamists,Old Carthusians,1,2,4.0,3
18580166,Old Bradfieldians,Old Foresters,1,1,4.0,2
18682679,Old Chigwellians II,Old Carthusians II,1,6,0.0,7
18682654,Old Foresters II,Old Merchant Taylors,1,4,2.0,5
18682697,Old Harrovians II,Old Westminsters,2,2,5.0,4
18682647,Old Etonians II,Old Citizens,2,0,2.0,2
18638429,Old Rugbeians,Old Tonbridgians II,2,2,5.0,4
18638439,Old Salopians II,Old Sennockians,1,6,0.0,7
18638401,Old Johnians FC,Old Wellingtonians,1,2,4.0,3
18682762,Old Harrovians III,Old Eastbournians,1,1,4.0,2
18682794,Old Haberdashers,Old Columbans,0,5,0.0,5
18580187,Old Foresters III,Old Kimboltonians,0,4,1.0,4
18647624,Old Wykehamists II,Old Shirburnians,0,1,3.0,1
19305744,Old Brentwoods,Brentwood School 1st XI,0,3,2.0,3
19305745,Old Brentwoods II,Brentwood School 2nd XI,9,0,0.0,9
19305746,Old Brentwoods III,Brentwood School 3rd XI,3,0,2.0,3
19335222,Old Albanians SA,St Albans School 1st XI,4,3,4.0,7
19301958,Old Cholmeleians,Highgate School 1st XI,3,1,3.0,4
19301959,Old Cholmeleians II,Highgate School 2nd XI,2,1,4.0,3
19226475,Old Carthusians,Old Parkonians,4,1,2.0,5
19335279,Weirside Rangers,Old Alleynians AFC,2,3,4.0,5
18914062,Old Wykehamists Vets,Old Harrovians Vets,3,4,4.0,7
19277683,Old Berkhamstedians Vets,Old Wellingtonians Vets,0,2,2.0,2
18580301,Old Wykehamists,Old Chigwellians,0,1,3.0,1
18580180,Old Brentwoods,Old Tonbridgians,3,3,5.0,6
18580162,Old Etonians,Old Carthusians,1,1,4.0,2
18682836,Old Harrovians,Lancing Old Boys,0,2,2.0,2
18682853,Old Aldenhamians,Old Berkhamstedians,0,8,0.0,8
18682833,Old Reptonians,Old Malvernians,0,2,2.0,2
18682866,Old Cholmeleians,Old Marlburians,2,0,2.0,2
18682693,Old Etonians II,Old Westminsters,1,5,2.0,6
18682682,Old Carthusians II,Kings College Wimbledon II,3,0,2.0,3
18682707,Old Harrovians II,Old Citizens,1,6,0.0,7
18638424,Old Tonbridgians II,Old Carthusians III,5,4,5.0,9
18638403,Old Wellingtonians,Old Epsomians,4,1,2.0,5
18638426,Old Johnians FC,Old Sennockians,0,1,3.0,1
18682796,Old Bancroftians AFC,Old Columbans,2,4,3.0,6
18682800,Old Eastbournians,Old Haberdashers,3,4,4.0,7
18580149,Old Albanians SA,Old Merchant Taylors II,1,2,4.0,3
18647647,Old Wykehamists II,Old Westminsters II,2,3,4.0,5
19340161,Old Harrovians III,Old Shirburnians,1,1,4.0,2
19247624,Old Bradfieldians,Bradfield College,0,0,4.0,0
19052202,Old Radleians,Radley College 1st XI,0,0,4.0,0
19261529,Old Foresters,Forest School 1st XI,0,0,4.0,0
19261530,Old Foresters II,Forest School 2nd XI,0,0,4.0,0
19261531,Old Foresters III,Forest School 3rd XI,5,1,2.0,6
19175549,TBC,Old Wykehamists II,2,3,4.0,5
19323620,Old Dorkinians,Old Kingstonians KGS,0,6,0.0,6
18647642,Old King's Scholars,Old Shirburnians,0,3,2.0,3
18580235,Old Carthusians,Old Foresters,2,0,2.0,2
18580108,Old Chigwellians,Old Brentwoods,2,5,2.0,7
18682803,Old Alleynians AFC,Old Aldenhamians,0,1,3.0,1
18682849,Old Cholmeleians,Old Harrovians,2,2,5.0,4
18682667,Old Foresters II,Old Carthusians II,0,2,2.0,2
18682692,Old Harrovians II,Old Chigwellians II,1,0,3.0,1
18682711,Lancing Old Boys II,Kings College Wimbledon II,1,0,3.0,1
18682701,Old Merchant Taylors,Old Westminsters,1,5,2.0,6
18638417,Old Rugbeians,Old Johnians FC,1,1,4.0,2
18638453,Old Wellingtonians,Old Sennockians,2,5,2.0,7
18682743,Old Bancroftians AFC,Old Brentwoods II,1,1,4.0,2
18682748,Old Suttonians SV,Old Harrovians III,4,1,2.0,5
18647614,Old King's Scholars,Old Kingstonians KGS,3,0,2.0,3
19325506,Old Foresters,Old Carthusians,0,2,2.0,2
19325450,Old Etonians,Old Tonbridgians,1,0,3.0,1
19306462,Old Shirburnians,Old Etonians II,2,4,3.0,6
19340121,Old Kimboltonians,Old Wykehamists II,6,0,0.0,6
19258862,Old Chigwellians Vets,Old Malvernians Vets,1,3,3.0,4
19099145,Old Shirburnians,Sherborne School 1st XI,2,0,2.0,2
18580209,Old Foresters,Old Chigwellians,2,2,5.0,4
18580304,KCS Old Boys,Old Tonbridgians,2,2,5.0,4
18580299,Old Wykehamists,Old Salopians,4,0,1.0,4
18580272,Old Brentwoods,Old Etonians,3,2,4.0,5
18682872,Old Radleians,Old Berkhamstedians,2,1,4.0,3
18682852,Old Alleynians AFC,Lancing Old Boys,2,0,2.0,2
18682690,Old Chigwellians II,Old Foresters II,0,1,3.0,1
18682696,Old Citizens,Old Etonians II,0,4,1.0,4
18638462,Old Aldenhamians II,Old Epsomians,3,4,4.0,7
18638428,Old Wellingtonians,Old Johnians FC,1,3,3.0,4
18682736,Old Eastbournians,Old Alleynians AFC II,1,7,0.0,8
18682751,Old Suttonians SV,Old Columbans,2,1,4.0,3
18682798,Old Harrovians III,Old Haberdashers,5,2,2.0,7
18682738,Old Brentwoods II,Old Stoics,2,4,3.0,6
18580145,Old Cholmeleians II,Old Chigwellians III,1,1,4.0,2
18580229,Old Brentwoods III,Old Kimboltonians,0,0,4.0,0
18647628,Old Kingstonians KGS,Old Amplefordians,4,2,3.0,6
18647630,Old Westminsters II,Old Berkhamstedians II,1,3,3.0,4
19306271,Old Carthusians II,Old Westminsters,2,2,5.0,4
19308063,West Wickham,Old Carthusians,0,0,4.0,0
19257606,Old Cholmeleians,Spaniards,2,1,4.0,3
19321273,Old King's Scholars,Old Minchendenians,0,1,3.0,1
19340128,Old Rugbeians,Rugby School,3,1,3.0,4
19242034,Old Bancroftians AFC,Bancroft's School 1st XI,6,0,0.0,6
19310826,Old Malvernians,Malvern College 1st XI,0,0,4.0,0
19118841,Arthurian League Representative Team,Lloyds of London Representative Team,9,1,0.0,10
18914052,Lancing Old Boys Vets,Old Carthusians Vets,2,0,2.0,2
18914056,Old Tonbridgians Vets,Old Harrovians Vets,1,2,4.0,3
19218744,Old Brentwoods Vets,Old Foresters Vets,2,1,4.0,3
18580244,KCS Old Boys,Old Bradfieldians,3,3,5.0,6
18580185,Old Tonbridgians,Old Foresters,1,0,3.0,1
18580267,Old Carthusians,Old Salopians,7,1,0.0,8
18682860,Old Alleynians AFC,Old Malvernians,4,1,2.0,5
18682885,Old Marlburians,Old Reptonians,2,0,2.0,2
18682673,Old Westminsters,Old Foresters II,3,3,5.0,6
18682687,Old Merchant Taylors,Lancing Old Boys II,2,3,4.0,5
18682675,Old Citizens,Old Carthusians II,2,4,3.0,6
18682656,Old Etonians II,Kings College Wimbledon II,3,1,3.0,4
18638454,Old Epsomians,Old Tonbridgians II,2,1,4.0,3
18682756,Old Brentwoods II,Old Suttonians SV,1,5,2.0,6
18580089,Old Chigwellians III,Old Foresters III,6,3,3.0,9
19305160,Old Kimboltonians,Old Amplefordians,5,1,2.0,6
19236325,Old King's Scholars,Old Shirburnians,0,1,3.0,1
19306363,Old Stoics,Old Alleynians AFC II,1,2,4.0,3
19306267,Old Wykehamists II,Old Merchant Taylors II,4,2,3.0,6
19236570,Old Cholmeleians,Putney Saint-Germain,2,0,2.0,2
19323619,Old Wokingians,Old Kingstonians KGS,0,5,0.0,5
18914063,Old Carthusians Vets,Old Tonbridgians Vets,3,1,3.0,4
19123061,Old Tonbridgians Vets,Old Carthusians Vets,1,3,3.0,4
19329120,Albanian FC,Old Chigwellians Vets,1,4,2.0,5
18580183,Old Brentwoods,Old Chigwellians,1,5,2.0,6
18580258,Old Carthusians,Old Tonbridgians,1,1,4.0,2
18580269,Old Salopians,KCS Old Boys,1,2,4.0,3
18682848,Old Radleians,Old Aldenhamians,2,2,5.0,4
18682883,Old Cholmeleians,Old Berkhamstedians,5,4,5.0,9
18682874,Old Malvernians,Old Marlburians,1,3,3.0,4
18682695,Kings College Wimbledon II,Old Chigwellians II,0,1,3.0,1
18682728,Old Foresters II,Lancing Old Boys II,0,2,2.0,2
18682659,Old Merchant Taylors,Old Citizens,2,4,3.0,6
18682689,Old Harrovians II,Old Etonians II,1,2,4.0,3
18638409,Old Carthusians III,Old Rugbeians,1,4,2.0,5
18638408,Old Salopians II,Old Epsomians,0,5,0.0,5
18682783,Old Haberdashers,Old Brentwoods II,0,5,0.0,5
18682739,Old Bancroftians AFC,Old Alleynians AFC II,0,2,2.0,2
18682780,Old Columbans,Old Suttonians SV,7,4,3.0,11
18682795,Old Eastbournians,Old Harrovians III,1,5,2.0,6
18580161,Old Merchant Taylors II,Old Brentwoods III,0,0,4.0,0
18580219,Old Cholmeleians II,Old Kimboltonians,1,3,3.0,4
18647652,Old Westminsters II,Old Shirburnians,3,10,1.0,13
18647638,Old Wykehamists II,Old Amplefordians,3,3,5.0,6
19134795,Old Reptonians,Old Foresters,0,1,3.0,1
19158114,Old Etonians,Old Westminsters,3,2,4.0,5
19237300,Old King's Scholars,Old Finchleians,1,3,3.0,4
19118842,Herts Senior County League,Arthurian League Representative Team,0,3,2.0,3
18914059,Old Wykehamists Vets,Old Carthusians Vets,0,5,0.0,5
18580255,Old Salopians,Old Foresters,2,1,4.0,3
18580151,Old Chigwellians,KCS Old Boys,0,1,3.0,1
18682892,Old Malvernians,Lancing Old Boys,2,2,5.0,4
18682876,Old Reptonians,Old Cholmeleians,1,3,3.0,4
18682842,Old Berkhamstedians,Old Harrovians,1,2,4.0,3
18682714,Old Harrovians II,Old Merchant Taylors,0,2,2.0,2
18638412,Old Wellingtonians,Old Aldenhamians II,1,3,3.0,4
18638451,Old Salopians II,Old Carthusians III,0,1,3.0,1
18647622,Old Amplefordians,Old King's Scholars,1,3,3.0,4
19139533,Old Tonbridgians,Old Alleynians AFC,3,2,4.0,5
19256648,Old Epsomians,Old Shirburnians,2,2,5.0,4
19277057,Old Rugbeians,Old Westminsters,1,3,3.0,4
19291446,Old Carthusians II,Old Foresters II,3,1,3.0,4
19256512,Old Bancroftians AFC,Old Merchant Taylors II,2,3,4.0,5
19256717,Old Alleynians AFC II,Old Foresters III,6,0,0.0,6
19236710,Old Haberdashers,Old Harrovians III,1,5,2.0,6
19231270,Old Berkhamstedians II,Old Stoics,1,2,4.0,3
19216981,Old Carthusians,Old Actonians Association FC,2,0,2.0,2
18914058,Old Harrovians Vets,Lancing Old Boys Vets,3,4,4.0,7
18580224,Old Etonians,Old Brentwoods,6,0,0.0,6
18580275,Old Foresters,Old Tonbridgians,0,0,4.0,0
18580271,Old Chigwellians,Old Bradfieldians,2,1,4.0,3
18682844,Old Reptonians,Lancing Old Boys,0,2,2.0,2
18682880,Old Cholmeleians,Old Aldenhamians,2,1,4.0,3
18682834,Old Berkhamstedians,Old Marlburians,3,0,2.0,3
18682873,Old Alleynians AFC,Old Harrovians,1,3,3.0,4
18682727,Lancing Old Boys II,Old Westminsters,0,4,1.0,4
18682723,Old Chigwellians II,Old Merchant Taylors,2,1,4.0,3
18682702,Old Harrovians II,Kings College Wimbledon II,2,2,5.0,4
18682665,Old Foresters II,Old Citizens,3,5,4.0,8
18638423,Old Rugbeians,Old Aldenhamians II,3,1,3.0,4
18638435,Old Tonbridgians II,Old Epsomians,0,1,3.0,1
18682774,Old Brentwoods II,Old Columbans,0,4,1.0,4
18682740,Old Suttonians SV,Old Eastbournians,7,1,0.0,8
18682752,Old Alleynians AFC II,Old Stoics,2,2,5.0,4
18580178,Old Merchant Taylors II,Old Kimboltonians,0,2,2.0,2
18647653,Old Westminsters II,Old King's Scholars,2,4,3.0,6
18647634,Old Berkhamstedians II,Old Shirburnians,0,3,2.0,3
19158182,Old Carthusians,Old Wykehamists,4,1,2.0,5
19197956,Old Carthusians III,Old Carthusians II,1,2,4.0,3
